handle,product_name,herb_position,herb_name,herb_latin_name,herb_common_name,herb_family_name,herb_parts_used,herb_actions,herb_benefits,herb_description,herb_image_url
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,4,Lemon myrtle,Backhousia citriodora,Lemon scented myrtle,Myrtaceae,Leaf,none (flavor corrigent),,The fragrant citrus-like qualities of lemon myrtle make it a valuable flavor ingredient in teas and foods.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbLibrary_Hero_LemonMyrtle_f31adfc8-adf8-42d1-a368-d012be9d2798_920x1120_crop_center.jpg?v=1784234864
herbal-cold-care-tea,Herbal Cold Care™ Tea,1,Elder,Sambucus nigra,European Elder,Viburnaceae,"Flower, Fruit","Diaphoretic, Immune Tonic",Immunity; Seasonal Care,Elder notably appears in seasonal formulas supporting immune health.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Elder_1400x1400_c346e607-e312-409f-891b-bbb7dd3a3f43_920x1120_crop_center.jpg?v=1784234653
herbal-cold-care-tea,Herbal Cold Care™ Tea,2,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
herbal-cold-care-tea,Herbal Cold Care™ Tea,3,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
herbal-cold-care-tea,Herbal Cold Care™ Tea,4,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
nighty-night-tea,Nighty Night® Tea,1,Chamomile,Matricaria chamomilla,Chamomile,Asteraceae,Flower,"Antispasmodic, Bitter, Carminative, Nervine",Relaxation; Stress Relief; Sleep; Digestion,"Utilized in many households to comfort bellies and induce relaxation, a simple cup of chamomile tea may be one of the most common staples of herbalism.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_chamomile_1400x1400_499bea1f-023a-41be-891a-aee3a072565f_920x1120_crop_center.jpg?v=1779213168
nighty-night-tea,Nighty Night® Tea,2,Passionflower,Passiflora incarnata,Passionflower,Passifloraceae,"Flower, Leaf, Stem","Nervine, Sedative",Sleep; Relaxation; Stress Relief,"Passionflower benefits the mind and body as it soothes the nerves, promotes relaxation and rest, and helps ease occasional worry.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_PassionFlower_1400x1400_0703ec02-31a3-4688-97ac-da544e4e62f1_920x1120_crop_center.jpg?v=1784235127
nighty-night-tea,Nighty Night® Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
nighty-night-tea,Nighty Night® Tea,4,Linden,Tilia spp.,European lime tree,Malvaceae,Flower (with bract),"Antispasmodic, astringent, diaphoretic, diuretic, lung tonic, mild sedative, nervine",Stress Relief; Sleep; Respiratory,"Linden is a bright and refreshing herb commonly used to support and soothe the nerves, digestion, and ease seasonal woes.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_linden_1400x1400_df0306af-c805-499f-afe3-857219f16d67_920x1120_crop_center.jpg?v=1784235612
nighty-night-tea,Nighty Night® Tea,5,Catnip,Nepeta cataria,Catmint,Lamiaceae,"Leaf, Flower","Nervine, carminative, antispasmodic, diaphoretic",Stress Relief; Sleep,Catnip is a calming and comforting herb that can help ease nervous tension and promote restful sleep.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_catnip_1400x1400_079e397c-20c6-4e18-af18-660f6f1af0d9_920x1120_crop_center.jpg?v=1784235486
nighty-night-tea,Nighty Night® Tea,6,Hops,Humulus lupulus,Common hop,Cannabaceae,Strobile (flower cluster),"Nervine, sedative",Stress Relief; Sleep,Hops is a natural sedative and sleep aid that has been used for centuries.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_hops_1400x1400_57240b74-df5e-4479-aac2-b4705b8c02f2_920x1120_crop_center.jpg?v=1784234595
healthy-cycle-tea,Healthy Cycle® Tea,1,Raspberry Leaf,Rubus idaeus,Raspberry Leaf,Rosaceae,Leaf,"Astringent, Nutritive tonic, Uterine Tonic",Women's Cycle; Pre & Postnatal,European and Native American women have been reaching for raspberry leaves for centuries to relieve normal menstrual cramps and prepare the womb for childbirth during pregnancy.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_RaspberryLeaf_1400x1400_7c4d3606-b99e-4984-8886-e96a545fb355_920x1120_crop_center.jpg?v=1784233103
healthy-cycle-tea,Healthy Cycle® Tea,2,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
healthy-cycle-tea,Healthy Cycle® Tea,3,Nettle,Urtica dioica,Nettle,Urticaceae,"Leaf, Root","Astringent, Diuretic, Nutritive Tonic",Detox; Joint Health; Water Retention; Women’s Cycle,"An herbalist favorite, nettle is used to support the kidneys and joints.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Nettle_1400x1400_c182b159-cbf5-4578-8969-2098ce3f8a93_920x1120_crop_center.jpg?v=1784234829
healthy-cycle-tea,Healthy Cycle® Tea,4,Dandelion,Taraxacum officinale,Dandelion,Asteraceae,"Leaf, Root","Alterative, Diuretic, Hepatic, Cholagogue, Digestive Tonic, Bitter",Detox; Digestion; Water Retention,The uses of dandelion span from wild food to trusted herbal ally to gently support the body’s natural detoxification process.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Dandelion_1400x1400_667f66fd-e8b7-4c6f-afeb-3f2db752a36d_920x1120_crop_center.jpg?v=1784237224
healthy-cycle-tea,Healthy Cycle® Tea,5,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
healthy-cycle-tea,Healthy Cycle® Tea,6,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
healthy-cycle-tea,Healthy Cycle® Tea,7,Chamomile,Matricaria chamomilla,Chamomile,Asteraceae,Flower,"Antispasmodic, Bitter, Carminative, Nervine",Relaxation; Stress Relief; Sleep; Digestion,"Utilized in many households to comfort bellies and induce relaxation, a simple cup of chamomile tea may be one of the most common staples of herbalism.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_chamomile_1400x1400_499bea1f-023a-41be-891a-aee3a072565f_920x1120_crop_center.jpg?v=1779213168
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,1,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,2,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,3,Fennel,Foeniculum vulgare,Bitter Fennel,Apiaceae,"Bulb, Fruit (seed), Leaf","Carminative, Galactagogue",Digestion; Pre & Postnatal,"A versatile herb from the kitchen to the apothecary, fennel is traditionally used in herbalism to relieve occasional gas and bloating and support breastmilk production in nursing moms.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Fennel_1400x1400_3640bfad-6a05-44b4-8076-5b1abab22c4c_920x1120_crop_center.jpg?v=1784235567
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,4,Rose Hips,"Rosa canina, R. pendulina, and other Rosa spp.",Rose Hips,Rosaceae,Fruit,"Nutritive Tonic, Astringent",,"Used as a food and herb with beneficial properties throughout the world, sweet and tangy rose hip is a lovely botanical for daily wellness.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Rose_Hips_1400x1400_81d4a5a6-5257-4732-b4e4-87735f9ebf1c_920x1120_crop_center.jpg?v=1784233246
cold-care-p-m-tea,Cold Care P.M.® Tea,1,Meadowsweet,Filipendula ulmaria,Meadowsweet,Rosaceae,"Flower, Leaf, Stem","Diaphoretic, Diuretic, Astringent",Seasonal Care; Joint Health; Digestion,"Named for its sweetly fragranced flowers, the herb meadowsweet can support musculoskeletal ease, soothe digestion, and warm up wintertime woes.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Meadowsweet_1400x1400_1bc2b118-b302-4644-8321-6792e4e2614c_920x1120_crop_center.jpg?v=1784234764
cold-care-p-m-tea,Cold Care P.M.® Tea,2,Linden,Tilia spp.,European lime tree,Malvaceae,Flower (with bract),"Antispasmodic, astringent, diaphoretic, diuretic, lung tonic, mild sedative, nervine",Stress Relief; Sleep; Respiratory,"Linden is a bright and refreshing herb commonly used to support and soothe the nerves, digestion, and ease seasonal woes.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_linden_1400x1400_df0306af-c805-499f-afe3-857219f16d67_920x1120_crop_center.jpg?v=1784235612
cold-care-p-m-tea,Cold Care P.M.® Tea,3,Passionflower,Passiflora incarnata,Passionflower,Passifloraceae,"Flower, Leaf, Stem","Nervine, Sedative",Sleep; Relaxation; Stress Relief,"Passionflower benefits the mind and body as it soothes the nerves, promotes relaxation and rest, and helps ease occasional worry.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_PassionFlower_1400x1400_0703ec02-31a3-4688-97ac-da544e4e62f1_920x1120_crop_center.jpg?v=1784235127
cold-care-p-m-tea,Cold Care P.M.® Tea,4,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
licorice-root-tea,Licorice Root Tea,1,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,1,Elder,Sambucus nigra,European Elder,Viburnaceae,"Flower, Fruit","Diaphoretic, Immune Tonic",Immunity; Seasonal Care,Elder notably appears in seasonal formulas supporting immune health.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Elder_1400x1400_c346e607-e312-409f-891b-bbb7dd3a3f43_920x1120_crop_center.jpg?v=1784234653
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,2,Echinacea,"Echinacea purpurea, E. angustifolia",Echinacea,Asteraceae,"Leaf, Flower, Root","Immune stimulant, Alterative",Immunity; Seasonal Care,"Utilized by Native American peoples as an all-purpose herb for generations, echinacea is added for its contribution to immune support.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Echinacea_1400x1400_30baf8a7-9460-453e-ab46-4a3e32a52e99_920x1120_crop_center.jpg?v=1784235178
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,3,Hibiscus,Hibiscus sabdariffa,Hibiscus,Malvaceae,Calyces,"Demulcent, Emollient, Aromatic, Cooling, Cardio Tonic, Diuretic",Heart Health; Water Retention,Folks appreciate hibiscus as a refreshing way to enjoy cardiovascular and diuretic support.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Hibiscus_1400x1400_db773bf4-dcd9-420c-86a6-9db77116b5dd_920x1120_crop_center.jpg?v=1784235144
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,4,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
green-tea-ginger,Green Tea Ginger,1,Tea Plant,Camellia sinensis,Green Tea,Theaceae,Leaf,"Stimulant, Astringent, Diuretic",Energy; Mental Focus,"What do green, white, and black tea have in common? They come from the same plant—Camellia sinensis.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_GreenTea_1400x1400_091f001b-0dd8-4865-b091-9a5e2c43b81d_920x1120_crop_center.jpg?v=1784235050
green-tea-ginger,Green Tea Ginger,2,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
green-tea-matcha,Green Tea Matcha,1,Tea Plant,Camellia sinensis,Green Tea,Theaceae,Leaf,"Stimulant, Astringent, Diuretic",Energy; Mental Focus,"What do green, white, and black tea have in common? They come from the same plant—Camellia sinensis.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_GreenTea_1400x1400_091f001b-0dd8-4865-b091-9a5e2c43b81d_920x1120_crop_center.jpg?v=1784235050
triple-mint-tea,Triple Mint Daily Probiotic Tea,1,Lemon Balm,Melissa officinalis,Lemon Balm,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic, Diaphoretic, Hepatic",Relaxation; Digestion; Good Mood,Lemon balm supports digestion and helps calm frazzled nerves.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_LemonBalm_1400x1400_6f494e57-5d64-4da6-a39d-9b54cc00621b_920x1120_crop_center.jpg?v=1784234964
triple-mint-tea,Triple Mint Daily Probiotic Tea,2,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
triple-mint-tea,Triple Mint Daily Probiotic Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,1,Echinacea,"Echinacea purpurea, E. angustifolia",Echinacea,Asteraceae,"Leaf, Flower, Root","Immune stimulant, Alterative",Immunity; Seasonal Care,"Utilized by Native American peoples as an all-purpose herb for generations, echinacea is added for its contribution to immune support.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Echinacea_1400x1400_30baf8a7-9460-453e-ab46-4a3e32a52e99_920x1120_crop_center.jpg?v=1784235178
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,2,Licorice,Glycyrrhiza glabra,Licorice,Fabaceae,"Root, Rhizome",Demulcent,Digestive; Respiratory; Throat Health,"More than a sweet treat, licorice root is traditionally used in herbal medicine for soothing digestion and supporting respiratory health.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Licoriceroot_1400x1400_ff361d1b-d253-4576-81ae-f771016bbab5_920x1120_crop_center.jpg?v=1784234088
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,3,Lemon Balm,Melissa officinalis,Lemon Balm,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic, Diaphoretic, Hepatic",Relaxation; Digestion; Good Mood,Lemon balm supports digestion and helps calm frazzled nerves.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_LemonBalm_1400x1400_6f494e57-5d64-4da6-a39d-9b54cc00621b_920x1120_crop_center.jpg?v=1784234964
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,4,Lemon myrtle,Backhousia citriodora,Lemon scented myrtle,Myrtaceae,Leaf,none (flavor corrigent),,The fragrant citrus-like qualities of lemon myrtle make it a valuable flavor ingredient in teas and foods.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbLibrary_Hero_LemonMyrtle_f31adfc8-adf8-42d1-a368-d012be9d2798_920x1120_crop_center.jpg?v=1784234864
gas-relief-tea,Gas Relief™ Tea,1,Chamomile,Matricaria chamomilla,Chamomile,Asteraceae,Flower,"Antispasmodic, Bitter, Carminative, Nervine",Relaxation; Stress Relief; Sleep; Digestion,"Utilized in many households to comfort bellies and induce relaxation, a simple cup of chamomile tea may be one of the most common staples of herbalism.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_chamomile_1400x1400_499bea1f-023a-41be-891a-aee3a072565f_920x1120_crop_center.jpg?v=1779213168
gas-relief-tea,Gas Relief™ Tea,2,Lemon Balm,Melissa officinalis,Lemon Balm,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic, Diaphoretic, Hepatic",Relaxation; Digestion; Good Mood,Lemon balm supports digestion and helps calm frazzled nerves.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_LemonBalm_1400x1400_6f494e57-5d64-4da6-a39d-9b54cc00621b_920x1120_crop_center.jpg?v=1784234964
gas-relief-tea,Gas Relief™ Tea,3,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
lemon-ginger-tea,Lemon Ginger Tea,1,Ginger,Zingiber officinale,Ginger,Zingiberaceae,Rhizome,"Stimulant, Carminative, Antispasmodic, Diaphoretic",Digestion; Nausea; Pre & Postnatal; Seasonal Care,"Herbal practitioners have used ginger’s rhizome to help with digestion, upset stomach, and nausea for more than 2,000 years.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginger_1400x1400_84688272-0ae4-46d1-b9e9-50021bc3bd16_920x1120_crop_center.jpg?v=1784233076
lemon-ginger-tea,Lemon Ginger Tea,2,Hibiscus,Hibiscus sabdariffa,Hibiscus,Malvaceae,Calyces,"Demulcent, Emollient, Aromatic, Cooling, Cardio Tonic, Diuretic",Heart Health; Water Retention,Folks appreciate hibiscus as a refreshing way to enjoy cardiovascular and diuretic support.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Hibiscus_1400x1400_db773bf4-dcd9-420c-86a6-9db77116b5dd_920x1120_crop_center.jpg?v=1784235144
lemon-ginger-tea,Lemon Ginger Tea,3,Lemongrass,Cymbopogon citratus,Barbed wire grass,Poaceae,"Leaf, whole young shoots","Antispasmodic, diaphoretic, nervine",Stress Relief; Digestion,"Lemongrass is a hardy grass that’s adored for its citrusy scent, lemony taste, and golden hue when steeped as a tea.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_lemongrass_1400x1400_0e59ce5e-9faf-4de2-8db7-702a651cb4f1_920x1120_crop_center.jpg?v=1784234571
green-tea-lemongrass,Green Tea Lemongrass,1,Tea Plant,Camellia sinensis,Green Tea,Theaceae,Leaf,"Stimulant, Astringent, Diuretic",Energy; Mental Focus,"What do green, white, and black tea have in common? They come from the same plant—Camellia sinensis.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_GreenTea_1400x1400_091f001b-0dd8-4865-b091-9a5e2c43b81d_920x1120_crop_center.jpg?v=1784235050
green-tea-lemongrass,Green Tea Lemongrass,2,Lemongrass,Cymbopogon citratus,Barbed wire grass,Poaceae,"Leaf, whole young shoots","Antispasmodic, diaphoretic, nervine",Stress Relief; Digestion,"Lemongrass is a hardy grass that’s adored for its citrusy scent, lemony taste, and golden hue when steeped as a tea.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_lemongrass_1400x1400_0e59ce5e-9faf-4de2-8db7-702a651cb4f1_920x1120_crop_center.jpg?v=1784234571
stress-ease-focus-tea,Stress Ease® Focus Tea,1,Ginseng,Panax ginseng,Asian ginseng,Araliaceae,Root,"Adaptogen, aphrodisiac, immune tonic, stimulant, nootropic",Energy; Mental Focus,"Cherished for centuries in traditional Eastern medicine, ginseng is a powerful herbal ally for boosting vitality, sharpening cognitive function, increasing physical stamina, and more.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Ginseng_1400x1400_34906d50-6909-47c6-bd6b-d59da83faab5_920x1120_crop_center.jpg?v=1784235648
stress-ease-focus-tea,Stress Ease® Focus Tea,2,Wild Apple,"Malus orientalis, Malus sylvestris, Malus spp.",Crab apple,Rosaceae,Fruit,,; ,Wild apples are known for their tart flavor and traditionally valued as an important wild food.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_WildApple_1400x1400_e06e8b36-03fb-48a3-b3d1-1ee7286ce01d_920x1120_crop_center.jpg?v=1784235659
stress-ease-focus-tea,Stress Ease® Focus Tea,3,Spearmint,Mentha spicata,Garden Mint,Lamiaceae,Leaf,,,"“Spearmint vs peppermint?” While peppermint has a sharp bite, we use spearmint to pep up a blend’s taste and benefits—perfectly sweet without an overpoweringly minty flavor.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Spearmint_1400x1400_84f015cc-276e-4fd5-b050-d9d363e102ea_920x1120_crop_center.jpg?v=1779303990
stress-ease-focus-tea,Stress Ease® Focus Tea,4,Eleuthero,Eleutherococcus senticosus,Eleuthero,Araliaceae,Root,"Adaptogen, Immune Tonic",Energy; Stress; Mental Focus,"Renowned in traditional medicine and modern-day science, eleuthero stands the test of time as a potent adaptogen for endurance and vitality.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Eleuthero_1400x1400_6de8589e-f604-449d-942c-5a09622585e1_920x1120_crop_center.jpg?v=1784235636
stress-ease-focus-tea,Stress Ease® Focus Tea,5,Rose Hips,"Rosa canina, R. pendulina, and other Rosa spp.",Rose Hips,Rosaceae,Fruit,"Nutritive Tonic, Astringent",,"Used as a food and herb with beneficial properties throughout the world, sweet and tangy rose hip is a lovely botanical for daily wellness.",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Rose_Hips_1400x1400_81d4a5a6-5257-4732-b4e4-87735f9ebf1c_920x1120_crop_center.jpg?v=1784233246
stress-ease-focus-tea,Stress Ease® Focus Tea,6,Hibiscus,Hibiscus sabdariffa,Hibiscus,Malvaceae,Calyces,"Demulcent, Emollient, Aromatic, Cooling, Cardio Tonic, Diuretic",Heart Health; Water Retention,Folks appreciate hibiscus as a refreshing way to enjoy cardiovascular and diuretic support.*,https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Hibiscus_1400x1400_db773bf4-dcd9-420c-86a6-9db77116b5dd_920x1120_crop_center.jpg?v=1784235144
green-tea-peppermint,Green Tea Peppermint,1,Peppermint,Mentha x piperita,Peppermint,Lamiaceae,Leaf,"Carminative, Nervine, Antispasmodic",Digestion,"As one of the most commonly known herbs, peppermint is like a breath of fresh air with its refreshing aroma and soothing health benefit in aiding digestion.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_Peppermint_1400x1400_17e2adf7-75e0-40a5-b913-7bd53c5ebc3e_920x1120_crop_center.jpg?v=1784235234
green-tea-peppermint,Green Tea Peppermint,2,Tea Plant,Camellia sinensis,Green Tea,Theaceae,Leaf,"Stimulant, Astringent, Diuretic",Energy; Mental Focus,"What do green, white, and black tea have in common? They come from the same plant—Camellia sinensis.*",https://www.traditionalmedicinals.com/cdn/shop/articles/HerbalLibrary_Hero_GreenTea_1400x1400_091f001b-0dd8-4865-b091-9a5e2c43b81d_920x1120_crop_center.jpg?v=1784235050
