handle,product_name,faq_position,question,answer
raspberry-leaf-tea,Raspberry Leaf Tea,2,When can Raspberry Leaf Tea be consumed during pregnancy?,"Raspberry leaf is traditionally used throughout pregnancy to help tone the uterus in preparation for childbirth. *Prior to the use of our Organic Raspberry Leaf tea or other herbs during pregnancy, we encourage individuals to consult with their healthcare provider."
raspberry-leaf-tea,Raspberry Leaf Tea,3,What is the difference between Organic Raspberry Leaf tea and Organic Healthy Cycle tea?,"Our Organic Raspberry Leaf tea only contains the herb, raspberry leaf, and is used to support healthy menstruation, tone the uterus, and for soothing normal menstrual cramps.* The main ingredient in our Organic Healthy Cycle tea is raspberry leaf, but the entire formula is composed of a blend of complementary herbs such as licorice, nettle leaf, and dandelion that support healthy menstruation.*"
raspberry-leaf-tea,Raspberry Leaf Tea,4,Are raspberry leaves the same as red raspberry leaves?,"Yes! Our Organic Raspberry Leaf tea is formulated with the leaves of Rubus idaeus, which is commonly known as red raspberry."
raspberry-leaf-tea,Raspberry Leaf Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3-4 cups per day.
raspberry-leaf-tea,Raspberry Leaf Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
everyday-detox-tea,EveryDay Detox® Hibiscus & Schisandra Berry Tea,1,What are the benefits of EveryDay Detox Schisandra Berry tea?,Our Organic EveryDay Detox Schisandra Berry tea promotes healthy liver function.*
everyday-detox-tea,EveryDay Detox® Hibiscus & Schisandra Berry Tea,2,How often can I drink EveryDay Detox Schisandra Berry tea?,"For maximum benefits, we recommend drinking 1-2 cups daily, for up to 2 weeks, followed by a break before resuming. That said, it’s always a great idea to consult your herbalist or healthcare practitioner for personalized recommendations. For additional consumption information, check out the side panel of your tea box or the Supplement Facts card on this product page."
everyday-detox-tea,EveryDay Detox® Hibiscus & Schisandra Berry Tea,3,"What is the difference between EveryDay Detox Schisandra Berry, EveryDay Detox Dandelion, and EveryDay Detox Lemon teas?","Our line of our Organic EveryDay Detox teas was created to gently support the body in its detox duties. Each specific tea features a unique combination of herbs to achieve slightly different benefits and flavors. Based on Traditional Chinese Medicine theory, our Organic EveryDay Detox Schisandra Berry is tart, slightly sweet and features schisandra berry to support healthy liver function.* Our Organic EveryDay Detox Dandelion tastes peppermint-y with a kiss of sweetness, while the dandelion provides support for both the liver and kidney.* For our Organic EveryDay Detox Lemon tea, we blend classic spring detox herbs burdock, dandelion, nettle, and cleavers for a trifecta of benefits supporting the liver, kidneys and healthy skin!*"
everyday-detox-tea,EveryDay Detox® Hibiscus & Schisandra Berry Tea,4,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-2 cups per day. For Adults Only.
everyday-detox-tea,EveryDay Detox® Hibiscus & Schisandra Berry Tea,5,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
fennel-tea,Fennel Tea,1,What are the benefits of fennel tea?,"Our Organic Fennel tea helps to relieve occasional gas, bloating, and indigestion.* The key to fennel’s herbal power is its high content of beneficial compounds, typically found in the seeds. Anethole gives fennel that characteristic licorice-like taste and fenchone helps to calm discomfort.*"
fennel-tea,Fennel Tea,2,Can I consume fennel tea every day?,"Fennel tea can be consumed daily. It is a caffeine-free herbal digestive that can be enjoyed any time of day, and it’s particularly helpful to drink fennel tea after meals. That said, we encourage individuals to consult with their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
fennel-tea,Fennel Tea,3,Who should not drink fennel tea?,"While fennel tea is a commonly used herb in both medicinal and culinary recipes, individuals that are allergic to plants in the parsley (Apiaceae) family should avoid consuming fennel tea."
fennel-tea,Fennel Tea,4,Which part of the fennel plant do you use to make fennel tea?,"Our Organic Fennel tea is formulated using the bitter fennel fruit, which is also commonly known as the fennel seed."
fennel-tea,Fennel Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day.
fennel-tea,Fennel Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,1,What are the benefits of EveryDay Detox Lemon tea?,"Our Organic EveryDay Detox Lemon tea promotes healthy skin, liver, and kidney function.*"
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,2,How often can I drink EveryDay Detox Lemon?,"To get the most out of this blend, we recommend drinking 2-3 cups daily, for up to 2 weeks, followed by a break of 1 week. That said, it’s always a great idea to consult your herbalist or healthcare practitioner for personalized recommendations. For additional consumption information, check out the side panel of your tea box or the Supplement Facts card on this product page."
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,3,"What is the difference between EveryDay Detox Schisandra Berry, EveryDay Detox Dandelion, and EveryDay Detox Lemon teas?","Our line of our Organic EveryDay Detox teas was created to gently support the body in its detox duties. Each specific tea features a unique combination of herbs to achieve slightly different benefits and flavors. Based on Traditional Chinese Medicine theory, our Organic EveryDay Detox Schisandra Berry is tart, slightly sweet and features schisandra berry to support healthy liver function.* Our Organic EveryDay Detox Dandelion tastes peppermint-y with a kiss of sweetness, while the dandelion provides support for both the liver and kidney.* For our Organic EveryDay Detox Lemon tea, we blend classic spring detox herbs burdock, dandelion, nettle, and cleavers for a trifecta of benefits supporting the liver, kidneys and healthy skin!*"
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,4,How to Enjoy,"Pour 8 oz. freshly boiled water over 2 tea bags. Cover & Steep for 10-15 min. Squeeze tea bags to ensure maximum goodness. Enjoy 2-3 cups per day. Best if drunk daily for up to 2 weeks, followed by a break of 1 week. For Adults Only."
everyday-detox-lemon-tea,EveryDay Detox® Lemon Tea,5,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
herbal-cold-care-tea,Herbal Cold Care™ Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 2-6 cups per day. Especially good with honey!
herbal-cold-care-tea,Herbal Cold Care™ Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
nighty-night-tea,Nighty Night® Tea,1,What does passionflower do?,"Passionflower soothes the nervous system, eases anxious minds, and promotes a good night’s sleep.*"
nighty-night-tea,Nighty Night® Tea,2,Can I consume Organic Nighty Night for longer than two weeks?,"Since our tea is formulated for occasional sleeplessness only, we do not recommend consuming it longer than two weeks without taking a break. If you’re experiencing long-term sleeplessness and symptoms persist, we'd advise consulting with a healthcare practitioner that can offer personalized guidance. Safety is our top priority when formulating our teas, and we list related information on the side panel of our cartons and product pages of our website."
nighty-night-tea,Nighty Night® Tea,3,Why is Organic Nighty Night not recommended for children under the age of 12?,"Our Organic Nighty Night is formulated for adult bodies and constitutions, which is why we’re unable to recommend it for use with children. We suggest consulting with the child’s pediatrician for guidance on incorporating herbal teas into their routine."
nighty-night-tea,Nighty Night® Tea,4,What is the difference between Organic Nighty Night and Organic Nighty Night Extra?,"Our two Organic Nighty Night teas have different active herbs, and you may find one works better for your sleep needs. Our Organic Nighty Night original tea uses passionflower, chamomile, hops, and catnip to help you get a good night’s rest. In addition to these herbs, Organic Nighty Night also includes linden to promote relaxation, along with spearmint, lemon verbena, lemon peel, and lemongrass for flavor.* Organic Nighty Night Extra tea utilizes valerian root along with passionflower and lemon balm. This formula is complemented by peppermint, caraway, and licorice for flavor. Valerian root has been widely used as a gentle herbal sedative and is considered one of nature’s best relaxing herbs.* Additionally, our Organic Nighty Night Extra is formulated without the use of chamomile, making it suitable for individuals with an allergy to plants in the Asteraceae (daisy) family."
nighty-night-tea,Nighty Night® Tea,5,How to Enjoy,"Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 2-3 cups late in the day, at least 1 cup 30 minutes before bed. For Adults Only."
nighty-night-tea,Nighty Night® Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
healthy-cycle-tea,Healthy Cycle® Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 2-3 cups per day.
healthy-cycle-tea,Healthy Cycle® Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,1,What are the benefits of Organic Belly Comfort Peppermint tea?,Our Organic Belly Comfort Peppermint tea soothes the belly and relieves occasional indigestion.*
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,2,Can I consume tea that contains peppermint every day?,"Our Organic Belly Comfort Peppermint tea can be consumed daily. It is a caffeine-free herbal digestive that can be enjoyed any time of day, and is particularly helpful before or after meals.* That said, we encourage individuals to consult with their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,3,Who should not drink peppermint tea?,"While peppermint tea is one of nature’s great digestive allies, individuals that experience acid reflux or hiatal hernia should consult with their healthcare practitioner prior to use as relaxing of the muscles in the digestive tract could temporarily exacerbate symptoms."
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,4,What species of ginger root do you use in your teas?,We formulate our organic ginger teas with organic ginger (Zingiber officinale) rhizome (root).
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 2-3 cups per day after meals or when experiencing digestive discomfort.
belly-comfort-peppermint-tea,Belly Comfort® Peppermint Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
cold-care-p-m-tea,Cold Care P.M.® Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 5-6 cups per day. Good with honey!
cold-care-p-m-tea,Cold Care P.M.® Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
licorice-root-tea,Licorice Root Tea,1,What are the benefits of licorice root tea?,Organic Licorice Root tea soothes digestion and supports respiratory health.*
licorice-root-tea,Licorice Root Tea,2,Can I consume licorice root every day?,"Our Organic Licorice Root tea can be enjoyed 1-3 cups per day, but should not be drunk daily for more than 4 weeks. That said, we encourage individuals to consult with their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
licorice-root-tea,Licorice Root Tea,3,Who should not drink licorice root tea?,"We don't recommend licorice root tea for individuals that have low potassium labels, or are taking diuretics, corticosteroids, cardiac glycosides such as digoxin or potassium-depleting medications. In addition, do not consume licorice root tea if you have high blood pressure, heart disease, or impaired kidney or liver function. That said, we encourage individuals to consult with their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
licorice-root-tea,Licorice Root Tea,4,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day. Licorice Root tea should not be drunk daily for more than 4 weeks.
licorice-root-tea,Licorice Root Tea,5,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze & REMOVE tea bag to ensure maximum goodness. Enjoy 2 cups per day. Especially good with honey.
immune-zoom-elderberry-echinacea-tea,Immune Zoom® Elderberry Echinacea Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
green-tea-ginger,Green Tea Ginger,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day.
green-tea-ginger,Green Tea Ginger,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
green-tea-matcha,Green Tea Matcha,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 3 min. Squeeze tea bags to ensure maximum goodness. Enjoy 3 cups per day.
green-tea-matcha,Green Tea Matcha,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
triple-mint-tea,Triple Mint Daily Probiotic Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3 cups per day.
triple-mint-tea,Triple Mint Daily Probiotic Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,1,What are the benefits of Throat Coat Lemon Echinacea tea?,Our Organic Throat Coat Lemon Echinacea tea soothes throats while providing an herbal boost to the immune system.*
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,2,How often can I drink Throat Coat Lemon Echinacea tea?,"For the most benefit, drink 1-3 cups daily while you’re in need. That said, it’s always a great idea to consult your herbalist or healthcare practitioner for personalized recommendations. For additional consumption information, check out the side panel of your tea box or the Supplement Facts card on this page."
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,3,Why is Throat Coat Lemon Echinacea not recommended for children under 12 years of age?,"This tea is formulated with adult bodies and constitutions in mind, which is why we’re unable to recommend it for kids. We suggest consulting with a pediatrician to explore how herbs can play a part in your child’s wellness."
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,4,"What is the difference between Throat Coat Original, Throat Coat Lemon Echinacea and Throat Coat Eucalyptus?","Our line of Organic Throat Coat teas is formulated with classic demulcent, or soothing, herbs like slippery elm, marshmallow root, and licorice, but uniquely combined with other seasonal plant allies for specialized support. Sweet and silky, our original Organic Throat Coat tea features slippery elm in conjunction with marshmallow root and licorice for soothing relief when your throat needs some love.* Our Organic Throat Coat Lemon Echinacea combines the power of marshmallow root and licorice with the immune-supporting goodness of echinacea, and bright lemon for a sweet and citrusy flavor.* With our Organic Throat Coat Eucalyptus, we’ve combined slippery elm and eucalyptus to create extra support for both the throat and the respiratory system, that tastes sweet and earthy with a refreshing hint of mint.*"
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day. Especially good with honey!
throat-coat-lemon-echinacea-tea,Throat Coat® Lemon Echinacea Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
gas-relief-tea,Gas Relief™ Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-4 cups per day.
gas-relief-tea,Gas Relief™ Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
lemon-ginger-tea,Lemon Ginger Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1 cup per day or as needed.
lemon-ginger-tea,Lemon Ginger Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
green-tea-lemongrass,Green Tea Lemongrass,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 2-3 cups per day.
green-tea-lemongrass,Green Tea Lemongrass,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
stress-ease-focus-tea,Stress Ease® Focus Tea,1,How do adaptogens work?,"Adaptogens are medicinal herbs that help your body respond to occasional stress and navigate the modern world with grace, resilience, and balanced energy.* One of the easiest ways to understand the benefits adaptogens provide is to compare them to an exercise program. Adaptogens engage the stress responses systems of our cells, organs, and regulatory pathways (such as the brain-adrenal axis) much the same way that gentle exercise does. Have you ever gone for a short walk, even if you felt tired, and returned feeling refreshed, less on-edge, and more engaged? Some adaptogens, such as Asian ginseng root ( Panax ginseng ), can provide similar effects, for similar reasons.* And have you noticed that enjoying regular, gentle exercise helps build your stamina, defuse occasional stress when it comes up, and keeps you creative and healthy? Regular use of adaptogens such as Eleuthero root ( Eleutherococcus senticosus ) similarly provides benefits for endurance and energy, mood when under stress, and overall resilience.* In sum, adaptogens provide an array of biochemical compounds which challenge our system in much the same way exercise does.* With regular use, we become more “fit” to handle stressful situations.* As a result, it is no surprise to see such a wide array of benefits associated with these herbal allies: energy, mood, and vitality are all likely to remain in positive balance when we are more fit to handle stress.*"
stress-ease-focus-tea,Stress Ease® Focus Tea,2,Do I need to drink it daily to get the benefits?,"Some adaptogens, such as Asian ginseng root ( Panax ginseng ) in our Stress Ease® Focus tea, can provide a boost in physical and mental performance shortly after you start consuming them.* However, for Asian ginseng as well as other adaptogens, best results come from daily use over time, with a short break every 6-8 weeks (much as with an exercise regimen)."
stress-ease-focus-tea,Stress Ease® Focus Tea,3,How to enjoy:,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 5-10 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3 cups per day.
stress-ease-focus-tea,Stress Ease® Focus Tea,4,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
green-tea-peppermint,Green Tea Peppermint,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 3-4 cups per day.
green-tea-peppermint,Green Tea Peppermint,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
ginger-with-chamomile-tea,Ginger & Chamomile Tea,1,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1-3 cups per day.
ginger-with-chamomile-tea,Ginger & Chamomile Tea,2,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
ginger-aid-tea,Ginger Aid® Tea,1,Why did you reformulate?,"We heard you. You missed the OG formula so we brought it back. Thanks for speaking up, for loving herbs as much as we do, and for helping make Ginger Aid better, and fairer, than ever before."
ginger-aid-tea,Ginger Aid® Tea,2,What changed about the ingredients?,"We're proud to reintroduce Ginger Aid in its original, no-notes, spicy-sweet glory. The blend you loved, with real ginger, lemon myrtle, blackberry leaf, and just a touch of stevia. Nothing extra. Nothing unnecessary. Just everything your stomach, and your taste buds, asked for."
ginger-aid-tea,Ginger Aid® Tea,3,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy up to 3 cups per day.
ginger-aid-tea,Ginger Aid® Tea,4,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
echinacea-plus-tea,Echinacea Plus® Tea,1,What does echinacea do?,"Echinacea is stimulating and supportive, providing a healthy boost to the immune system.*"
echinacea-plus-tea,Echinacea Plus® Tea,2,What species of echinacea do you use in your tea?,We primarily use organic Echinacea purpurea.
echinacea-plus-tea,Echinacea Plus® Tea,3,What part of the echinacea plant is used for your tea?,"Our Organic Echinacea Plus tea contains both echinacea root and herb. With echinacea, both the root and the above-ground herb are recognized for their ability to support the immune system and both contain beneficial compounds (such as alkylamides).*"
echinacea-plus-tea,Echinacea Plus® Tea,4,What does the ratio (2-8:1) of organic echinacea root dry extract mean in the supplement facts panel?,This ratio is referencing the extraction amount of the organic echinacea root dry extract that we use to formulate the tea. The purpose of making extracts is to create the same amount of active ingredients but with less volume. The extraction ratio of (2-8:1) is stating the extraction rate may vary from 2:1 to 8:1 (starting material: finished extract).
echinacea-plus-tea,Echinacea Plus® Tea,5,How to Enjoy,Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 5-6 cups throughout the day when needed. Good with honey!
echinacea-plus-tea,Echinacea Plus® Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,1,What are the benefits of senna?,"Senna leaf (Cassia angustifolia, Senna alexandrina Mill.) works by gently stimulating your intestines to help you produce a bowel movement and relieve occasional constipation.*"
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,2,Can I drink senna tea everyday?,"Not quite. Our Organic Smooth Move products are intended for occasional support and should be used for less than one week at a time, unless otherwise directed by a physician. Concerns with long-term usage of senna products, include tolerance and dependence, meaning you may need more senna for the same effect and may become dependent on senna for peristalsis. That said, we encourage individuals to consult their healthcare practitioner for personalized consumption recommendations depending on their unique health history."
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,3,How quickly does senna tea work?,"Organic Smooth Move tea works best when taken at bedtime, as it generally produces a bowel movement within 6-12 hours."
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,4,"What is the difference between Smooth Move, Smooth Move Peppermint, and Smooth Move Chamomile teas?","Each of our Organic Smooth Move teas contains the same amount of organic senna to relieve occasional constipation but are formulated with different supporting herbal ingredients, such as peppermint in our Organic Smooth Move Peppermint tea may provide additional cramping relief and the chamomile in our Organic Smooth Move Chamomile for an added calming effect.*"
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,5,How to Enjoy,"Pour 8 oz. freshly boiled water over 1 tea bag. Cover & Steep for 10-15 min. Squeeze tea bag to ensure maximum goodness. Enjoy 1 cup per day, preferably at bedtime."
smooth-move-peppermint-tea,Smooth Move® Peppermint Tea,6,How Fast Will I Get My Order?,How FAST will I receive my order? The ZIP Code you entered was not found. Please try again. FAST & FREE Delivery Over $45 Order by: Receive it For ZIP Code with FREE Shipping on Orders Over $45 Shipping to another address? ZIP Code (must be 5 numbers) Some restrictions apply. See our complete shipping policy . Find In A Store Near You
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,1,What are the benefits of Throat Coat Eucalyptus tea?,Our Organic Throat Coat Eucalyptus tea soothes throats with the added benefit of respiratory support.*
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,2,How often can I drink Throat Coat Eucalyptus tea?,"For the most benefit, drink 1-3 cups daily while you’re in need. That said, it’s always a great idea to consult your herbalist or healthcare practitioner for personalized recommendations. For additional consumption information, check out the side panel of your tea box or the Supplement Facts card on this page."
throat-coat-eucalyptus-tea,Throat Coat® Eucalyptus Tea,3,Why is Throat Coat Eucalyptus not recommended for children under 12 years of age?,"This tea is formulated with adult bodies and constitutions in mind, which is why we’re unable to recommend it for kids. We suggest consulting with a pediatrician to explore how herbs can play a part in your child’s wellness"
